User,Date Created,Number of Likes,Number of Retweets,Source of Tweet,Tweet
Tim Cook,2023-03-25 02:06:01+00:00,8748,942,,"The world lost a giant in Gordon Moore, who was one of Silicon Valley’s founding fathers and a true visionary who helped pave the way for the technological revolution. All of us who followed owe him a debt of gratitude. May he rest in peace."
Tim Cook,2023-03-23 00:56:36+00:00,9586,884,,Ramadan Mubarak to all those observing! May your days be filled with the joy of community. 🌙🌇
Tim Cook,2023-03-14 15:40:11+00:00,5952,480,,Hello Yellow! https://t.co/2npveTHfH7
Tim Cook,2023-03-13 02:21:52+00:00,4259,311,,"Congratulations to the team behind The Boy, the Mole, the Fox and the Horse on their Academy Award! Your beautiful short tells an enduring story about the meaning of kindness, acceptance, and hope."
Tim Cook,2023-03-08 14:49:33+00:00,3110,317,,"We are proud to lift up the voices of women leaders and storytellers who are helping shape the future. As we celebrate International Women’s Day, let’s recommit to the work of building a more equitable and just world."
Tim Cook,2023-03-08 08:00:49+00:00,7885,496,,The Greyhounds are back! Can’t wait for everyone to see Ted Lasso Season 3. #WeAreRichmond https://t.co/YGma7lFapQ
Tim Cook,2023-03-08 02:34:52+00:00,25504,1396,,"Happy Holi to all who celebrate. Thanks to Gursimran Basra and Apeksha Maker for these photos that capture the spirit of the festival, #ShotOniPhone. https://t.co/pShk4tOCIp"
Tim Cook,2023-02-26 01:51:26+00:00,2516,216,,Major League Soccer is back and more exciting than ever — it's never been a better time to be an MLS fan. Watch every match starting today on #MLSSeasonPass.
Tim Cook,2023-02-24 15:02:18+00:00,110348,9616,,"People with the most to teach live like they have the most to learn — and Steve loved learning. He was the most curious person I’ve ever met, which made him the best teacher I’ve ever known. Happy birthday, my friend. https://t.co/J45swZfZQ8"
Tim Cook,2023-02-21 15:01:38+00:00,2565,327,,"From exploring how cancer therapies for children impact heart rhythm to learning how wildfire smoke impacts our cardiac health, here’s a fascinating look at how doctors and researchers are using Apple Watch to expand our knowledge of the heart. #HeartMonth https://t.co/IiHSgXrIL0"
Tim Cook,2023-02-16 20:15:21+00:00,1922,179,,"Congratulations, @raye, on your wonderful debut album, My 21st Century Blues. Sounds great in Spatial Audio! https://t.co/T8s5KoQLkW"
Tim Cook,2023-02-14 16:52:40+00:00,13856,774,,Happy Valentine’s Day from all of us at Apple.
Tim Cook,2023-02-13 03:38:36+00:00,3677,228,,"What a game! Congratulations, Kansas City!"
Tim Cook,2023-02-13 02:37:35+00:00,24446,1780,,One of the greats! Amazing show from @Rihanna. #AppleMusicHalftime https://t.co/Q0kQlaeclU
Tim Cook,2023-02-12 16:05:28+00:00,7855,379,,I loved spending part of Super Bowl weekend with one of the greatest teams in the country — the retail team at Apple Scottsdale Fashion Square! https://t.co/nSIPELt5Wh
Tim Cook,2023-02-10 01:08:20+00:00,3051,287,,"The first @IndiaArtFair Digital Artists in Residence program shows how technology can unlock creativity. Great to see how iPad Pro is helping artists Mira, Varun, and Gaurav to tap into such incredible creative expression. https://t.co/ipvlwoZ8cU"
Tim Cook,2023-02-09 20:18:38+00:00,9171,1319,,There is no dream too big. #AppleMusicHalftime https://t.co/GbCMPAD0XX
Tim Cook,2023-02-06 16:06:46+00:00,34224,2784,,"Sending our thoughts and condolences to the people of Turkey, Syria, and anyone affected by the devastating earthquakes. Apple will be donating to relief and recovery efforts."
Tim Cook,2023-02-04 16:04:21+00:00,7068,884,,"Check out this beautiful Bollywood film from director @VishalBhardwaj that explores what might happen if you could see into the future. Incredible cinematography and choreography, and all #ShotoniPhone.  https://t.co/32LODwy3vb"
Tim Cook,2023-01-24 16:46:03+00:00,5269,653,,"We believe privacy is a fundamental human right. We work tirelessly to build privacy into every product and feature from the ground up. This Data Privacy Day, we're also launching a new Today at Apple session to help users learn how to protect their data. https://t.co/gqQKfLfNTS"
Tim Cook,2023-01-24 15:44:13+00:00,8752,662,,"The new MacBook Pro and Mac mini are available today! These supercharged machines will push the boundaries of productivity, creativity, and efficiency thanks to M2, M2 Pro, and M2 Max, our next generation of Apple silicon. https://t.co/CNYsql9peB"
Tim Cook,2023-01-21 23:55:59+00:00,10170,863,,"Wishing everyone celebrating the Lunar New Year a healthy, safe, and happy Year of the Rabbit! Thank you to Dan Jiwei for this beautiful greeting drawn on iPad. https://t.co/BSClD1PIGE"
Tim Cook,2023-01-18 15:03:25+00:00,12481,1339,,"The next generation of HomePod delivers rich, deep bass, natural mid-range, and clear, detailed highs — all while using Siri to help with everyday tasks. Music lovers — this one is for you. 🎶 https://t.co/0z2FrZONdZ"
Tim Cook,2023-01-17 15:01:29+00:00,11619,1358,,"The best just got better! Meet MacBook Pro and Mac mini with the newest Apple silicon and more game-changing performance. From everyday productivity to the most demanding pro workflows, these new Macs continue to push the boundaries of what’s possible. https://t.co/CNYsql9peB"
Tim Cook,2023-01-16 14:52:50+00:00,4818,625,,"Dr. King said, ""We must come to see that human progress never rolls in on the wheels of inevitability. It comes through the time and persistent work of dedicated individuals."" Grateful to everyone carrying on the legacy of Dr. King and making a difference in their communities. https://t.co/TKA0fniWVv"
Tim Cook,2023-01-12 02:22:16+00:00,4634,398,,"We can’t wait to bring MLS Season Pass to fans around the world on Feb 1. We’re kicking off the 2023 season by welcoming many of the incredible @MLS players, broadcasting team, and Commissioner Garber to our Apple family today at Apple Park. https://t.co/hVqkClmq11"
Tim Cook,2023-01-11 14:53:24+00:00,10031,619,,"As storms continue to wreak havoc in California and across the U.S., we hope everyone stays safe. Apple is donating to support relief efforts in communities across the country."
Tim Cook,2023-01-01 16:02:23+00:00,36840,2378,,"Happy New Year!  May 2023 be the year we find peace, the year we reconnect with our shared humanity, and the year we recommit ourselves to a brighter future."
